data,data_inicio_mes,mes_numero,mes_nome,mes_nome_mmm,ano_yyyy,ano_yy,dia_numero,dia_nome,semestre
2022-12-11,2022-12-01,12,Dezembro,Dez,2022,22,11,Domingo,2
2022-12-12,2022-12-01,12,Dezembro,Dez,2022,22,12,Segunda-Feira,2
2022-12-13,2022-12-01,12,Dezembro,Dez,2022,22,13,Terça-Feira,2
2022-12-14,2022-12-01,12,Dezembro,Dez,2022,22,14,Quarta-Feira,2
2022-12-15,2022-12-01,12,Dezembro,Dez,2022,22,15,Quinta-Feira,2
2022-12-16,2022-12-01,12,Dezembro,Dez,2022,22,16,Sexta-Feira,2
2022-12-17,2022-12-01,12,Dezembro,Dez,2022,22,17,Sábado,2
2022-12-18,2022-12-01,12,Dezembro,Dez,2022,22,18,Domingo,2
2022-12-19,2022-12-01,12,Dezembro,Dez,2022,22,19,Segunda-Feira,2
2022-12-20,2022-12-01,12,Dezembro,Dez,2022,22,20,Terça-Feira,2
2022-12-21,2022-12-01,12,Dezembro,Dez,2022,22,21,Quarta-Feira,2
2022-12-22,2022-12-01,12,Dezembro,Dez,2022,22,22,Quinta-Feira,2
2022-12-23,2022-12-01,12,Dezembro,Dez,2022,22,23,Sexta-Feira,2
2022-12-24,2022-12-01,12,Dezembro,Dez,2022,22,24,Sábado,2
2022-12-25,2022-12-01,12,Dezembro,Dez,2022,22,25,Domingo,2
2022-12-26,2022-12-01,12,Dezembro,Dez,2022,22,26,Segunda-Feira,2
2022-12-27,2022-12-01,12,Dezembro,Dez,2022,22,27,Terça-Feira,2
2022-12-28,2022-12-01,12,Dezembro,Dez,2022,22,28,Quarta-Feira,2
2022-12-29,2022-12-01,12,Dezembro,Dez,2022,22,29,Quinta-Feira,2
2022-12-30,2022-12-01,12,Dezembro,Dez,2022,22,30,Sexta-Feira,2
2022-12-31,2022-12-01,12,Dezembro,Dez,2022,22,31,Sábado,2
2023-12-01,2023-12-01,12,Dezembro,Dez,2023,23,1,Sexta-Feira,2
2023-12-02,2023-12-01,12,Dezembro,Dez,2023,23,2,Sábado,2
2023-12-03,2023-12-01,12,Dezembro,Dez,2023,23,3,Domingo,2
2023-12-04,2023-12-01,12,Dezembro,Dez,2023,23,4,Segunda-Feira,2
2023-12-05,2023-12-01,12,Dezembro,Dez,2023,23,5,Terça-Feira,2
2023-12-06,2023-12-01,12,Dezembro,Dez,2023,23,6,Quarta-Feira,2
2023-12-07,2023-12-01,12,Dezembro,Dez,2023,23,7,Quinta-Feira,2
2023-12-08,2023-12-01,12,Dezembro,Dez,2023,23,8,Sexta-Feira,2
2023-12-09,2023-12-01,12,Dezembro,Dez,2023,23,9,Sábado,2
2023-12-10,2023-12-01,12,Dezembro,Dez,2023,23,10,Domingo,2
2023-12-11,2023-12-01,12,Dezembro,Dez,2023,23,11,Segunda-Feira,2
2023-12-12,2023-12-01,12,Dezembro,Dez,2023,23,12,Terça-Feira,2
2023-12-13,2023-12-01,12,Dezembro,Dez,2023,23,13,Quarta-Feira,2
